# logged on Tue Apr 28 09:38:20 2026
#
# Rotor commands low-pass filter cut-off frequency
# { fc 0 }
# IMU calibration (0°C average)
# gscale {
#  0                    1  1                    0  2                    0
#  3                    0  4                    1  5                    0
#  6                    0  7                    0  8                    1
# }
# gbias {
#  0                    0  1                    0  2                    0
# }
# gstddev {
#  0                 0.01  1                 0.01  2                 0.01
# }
# ascale {
#  0                    1  1                    0  2                    0
#  3                    0  4                    1  5                    0
#  6                    0  7                    0  8                    1
# }
# abias {
#  0                    0  1                    0  2                    0
# }
# astddev {
#  0                 0.05  1                 0.05  2                 0.05
# }
# mscale {
#  0                    1  1                    0  2                    0
#  3                    0  4                    1  5                    0
#  6                    0  7                    0  8                    1
# }
# mbias {
#  0                    0  1                    0  2                    0
# }
# mstddev {
#  0                 0.05  1                 0.05  2                 0.05
# }
#
# IMU low-pass filter cutoff frequencies
# gfc { x 20  y 20  z 20 }
# afc { x 5  y 5  z 5 }
# mfc { x 0  y 0  z 0 }
#
# sensor rate
# { imu 1000 mag 0 motor 20 battery 1 }
ts imu_rate mag_rate motor_rate bat imu_temp imu_wx imu_wy imu_wz raw_wx raw_wy raw_wz imu_ax imu_ay imu_az raw_ax raw_ay raw_az mag_x mag_y mag_z raw_mx raw_my raw_mz cmd_v0 cmd_v1 cmd_v2 cmd_v3 cmd_v4 cmd_v5 cmd_v6 cmd_v7 meas_v0 thro0 cons0 meas_v1 thro1 cons1 meas_v2 thro2 cons2 meas_v3 thro3 cons3 meas_v4 thro4 cons4 meas_v5 thro5 cons5 meas_v6 thro6 cons6 meas_v7 thro7 cons7 clk0 clk1 clk2 clk3 clk4 clk5 clk6 clk7
1777369100.330218000  9.98248 0 11.7042  16  nan  -0.000293826 -0.00184487 0.00222265  0.00106526 -0.00213053 0.00319579  -0.00699621 0.00233064 9.80189  0.00479004 0.0167651 9.78365  nan nan nan  nan nan nan  - - - - - - - - 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan nan nan nan nan 0 0 0 0 0 0 0 0
1777369100.403165000  398.988 0 16.6869  -  nan  -0.00164448 -0.00178945 0.000704707  -0.00426106 -0.00426106 -0.000532632  0.00272257 0.00223949 9.80636  0.0143701 -0.0167651 9.79563  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.404198000  405.161 0 16.6869  -  nan  -0.00193658 -0.00206536 0.000566576  -0.00426106 -0.00426106 -0.000532632  0.00307734 0.00166063 9.80603  0.0143701 -0.0167651 9.79563  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.405187000  410.325 0 16.6869  -  nan  -0.00177985 -0.00189426 0.000503327  -0.000532632 -0.000532632 0  0.00342131 0.00161005 9.80622  0.0143701 0 9.8124  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.406792000  416.683 0 16.6869  -  nan  -0.00164062 -0.00174225 0.000447138  -0.000532632 -0.000532632 0  0.0037548 0.001561 9.80641  0.0143701 0 9.8124  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.407180000  422.215 0 16.6869  -  nan  -0.00151693 -0.00160722 0.000397221  -0.000532632 -0.000532632 0  0.00407813 0.00151346 9.80659  0.0143701 0 9.8124  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.408195000  437.095 0 16.6869  -  nan  -0.00140704 -0.00148725 -6.33462e-05  -0.000532632 -0.000532632 -0.00372843  0.00409981 0.00197801 9.8067  0.00479004 0.0167651 9.81  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.411339000  437.095 0 16.6869  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.412966000  441.793 0 16.6869  -  nan  -0.00124997 -0.00161853 0.000241028  0 -0.00266316 0.00266316  0.00455854 0.000969411 9.80694  0.0191602 -0.0311353 9.81479  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.413163000  441.793 0 16.6869  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.416561000  452.626 0 16.6869  -  nan  -0.00255843 -0.00116505 -0.000708048  -0.00745685 0.000532632 -0.00426106  0.00701495 0.0006239 9.80813  0.0455054 -0.00479004 9.82677  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0

1777369100.417382000  457.724 0 16.6869  -  nan  -0.00173767 -0.00151067 -0.000747926  0.00479369 -0.00426106 -0.00106526  0.00680128 0.000896697 9.8079  0 0.00958008 9.80042  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.418976000  457.724 0 16.6869  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.419184000  463.072 0 16.6869  -  nan  -0.00100854 -0.00181771 -0.000783352  0.00479369 -0.00426106 -0.00106526  0.00659412 0.00116118 9.80767  0 0.00958008 9.80042  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.420175000  468.502 0 16.6869  -  nan  -0.00036081 -0.00209047 -0.000814823  0.00479369 -0.00426106 -0.00106526  0.00639327 0.00141762 9.80745  0 0.00958008 9.80042  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.421239000  474.49 0 16.6869  -  nan  0.000214614 -0.00233279 -0.000842781  0.00479369 -0.00426106 -0.00106526  0.00619854 0.00166624 9.80724  0 0.00958008 9.80042  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.423895000  487.252 0 16.6869  -  nan  -0.000781716 -0.00152408 -0.000711301  -0.00426106 0 0.000532632  0.00595481 0.000412411 9.80703  -0.0143701 -0.0239502 9.79323  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.424179000  487.252 0 16.6869  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.425175000  491.068 0 16.6869  -  nan  -0.00117013 -0.00135394 -0.000572434  -0.00426106 0 0.000532632  0.00533573 -0.000329651 9.80661  -0.0143701 -0.0239502 9.79323  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.426181000  496.097 0 16.6869  -  nan  -0.000920584 -0.00102441 -9.23068e-05  0.00106526 0.0015979 0.00372843  0.00517321 -0.00024666 9.80657  0 0.00239502 9.80521  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.427175000  501.309 0 16.6869  -  nan  -0.000698893 -0.000731669 0.000334221  0.00106526 0.0015979 0.00372843  0.00501564 -0.000166197 9.80653  0 0.00239502 9.80521  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.428189000  505.793 0 16.6869  -  nan  -8.57278e-05 -0.00100675 0.000594213  0.00479369 -0.00319579 0.00266316  0.00522762 -8.81848e-05 9.80685  0.0119751 0.00239502 9.81719  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.429191000  511.295 0 16.6869  -  nan  0.000458987 -0.00125113 0.000825181  0.00479369 -0.00319579 0.00266316  0.00543314 -1.25488e-05 9.80717  0.0119751 0.00239502 9.81719  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.430702000  515.741 0 16.6869  -  nan  0.000823972 -0.000873614 0.000733061  0.00372843 0.00213053 0  0.0051947 -0.000522816 9.80558  -0.00239502 -0.0167651 9.75491  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.431211000  520.466 0 18.1206  -  nan  0.00114821 -0.000538246 0.000651226  0.00372843 0.00213053 0  0.00496353 -0.00101754 9.80403  -0.00239502 -0.0167651 9.75491  - - -  - - -  - - - - - - - - 0 9.87292 2.951 0 9.87292 2.951 0 9.87292 2.951 0 9.87292 2.951 - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.432224000  525.923 0 18.1206  -  nan  0.00143625 -0.000240317 0.000578526  0.00372843 0.00213053 0  0.00473939 -0.0014972 9.80254  -0.00239502 -0.0167651 9.75491  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.436271000  541.332 0 18.1206  -  nan  0.00138432 -3.78263e-05 0.000159266  -0.00106526 -0.000532632 -0.00266316  0.0044573 -0.00153773 9.80107  0.00239502 0.0119751 9.80042  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.437243000  541.24 0 18.1206  -  nan  0.00111086 -9.3064e-05 -0.000155817  -0.00106526 -0.000532632 -0.00266316  0.00439448 -0.00112614 9.80105  0.00239502 0.0119751 9.80042  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.438186000  545.858 0 18.1206  -  nan  0.000867926 -0.000142135 -0.000435724  -0.00106526 -0.000532632 -0.00266316  0.00433358 -0.000727088 9.80103  0.00239502 0.0119751 9.80042  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.439256000  556.793 0 18.1206  -  nan  0.000652114 -0.000185729 -0.000684385  -0.00106526 -0.000532632 -0.00266316  0.00427453 -0.000340192 9.80101  0.00239502 0.0119751 9.80042  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.440171000  556.793 0 18.1206  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.441175000  556.837 0 18.1206  -  nan  0.000519854 -4.60737e-05 -0.000607983  -0.000532632 0.00106526 0  0.00385253 0.00018082 9.80055  -0.00958008 0.0167651 9.78605  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.442170000  560.958 0 18.1206  -  nan  4.55967e-05 1.85303e-05 -0.00036173  -0.00372843 0.000532632 0.0015979  0.00402699 0.000248262 9.80077  0.00958008 0.00239502 9.8076  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.443210000  573.159 0 18.1206  -  nan  -0.000137875 -0.000399762 -0.00055919  -0.0015979 -0.00372843 -0.00213053  0.00412318 0.00060545 9.80003  0.00718506 0.0119751 9.77647  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.445684000  573.159 0 18.1206  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.446202000  573.159 0 18.1206  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.447661000  585.494 0 18.1206  -  nan  -0.000445659 -0.00110147 -0.000890441  -0.0015979 -0.00372843 -0.00213053  0.00430686 0.00128752 9.79861  0.00718506 0.0119751 9.77647  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.448838000  585.494 0 18.1206  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.449783000  587.789 0 18.1206  -  nan  -0.00057429 -0.00139473 -0.00102888  -0.0015979 -0.00372843 -0.00213053  0.00439453 0.00161305 9.79794  0.00718506 0.0119751 9.77647  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.450303000  587.789 0 18.1206  -  nan  2.4966e-05 -0.000822807 -0.000854559  0.00479369 0.00372843 0.000532632  0.00375003 0.00134507 9.79853  -0.0167651 -0.00718506 9.81719  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.451172000  587.789 0 18.1206  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.452173000  593.362 0 18.1206  -  nan  0.0001411 -0.000671492 -0.00105646  0.00106526 0.000532632 -0.00266316  0.00480301 -0.000446699 9.79917  0.0383203 -0.0574805 9.81958  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.453171000  597.932 0 18.1206  -  nan  0.000244269 -0.000537069 -0.00123583  0.00106526 0.000532632 -0.00266316  0.00582391 -0.00218389 9.79979  0.0383203 -0.0574805 9.81958  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.454299000  602.085 0 18.1206  -  nan  0.000335921 -0.000417653 -0.00139517  0.00106526 0.000532632 -0.00266316  0.00681372 -0.00386817 9.80039  0.0383203 -0.0574805 9.81958  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.455166000  606.125 0 18.1206  -  nan  0.000417342 -0.000311568 -0.00153672  0.00106526 0.000532632 -0.00266316  0.00777338 -0.00550115 9.80098  0.0383203 -0.0574805 9.81958  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.456175000  610.226 0 18.1206  -  nan  0.000846436 -0.000336246 -0.00112733  0.00426106 -0.000532632 0.00213053  0.00760956 -0.00671964 9.80111  0.00239502 -0.0455054 9.80521  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.457165000  613.976 0 18.1206  -  nan  0.00122763 -0.00035817 -0.000763635  0.00426106 -0.000532632 0.00213053  0.00745073 -0.00790102 9.80123  0.00239502 -0.0455054 9.80521  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.458168000  617.01 0 18.1206  -  nan  0.00156627 -0.000377646 -0.000440544  0.00426106 -0.000532632 0.00213053  0.00729674 -0.00904641 9.80135  0.00239502 -0.0455054 9.80521  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.459184000  620.871 0 18.1206  -  nan  0.0018671 -0.000394948 -0.000153522  0.00426106 -0.000532632 0.00213053  0.00714744 -0.0101569 9.80147  0.00239502 -0.0455054 9.80521  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.460173000  620.871 0 18.1206  -  nan  0.00213435 -0.000410318 0.000101459  0.00426106 -0.000532632 0.00213053  0.00700268 -0.0112336 9.80158  0.00239502 -0.0455054 9.80521  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.464842000  626.141 0 18.1206  -  nan  0.00207446 0.000467935 -0.00014771  0.0015979 0.00745685 -0.00213053  0.00576809 -0.0104537 9.80199  -0.0335303 0.0143701 9.81479  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.465192000  626.141 0 18.1206  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.467927000  629.85 0 18.1206  -  nan  0.00184288 0.000534618 -0.000190681  0 0.00106526 -0.000532632  0.0057383 -0.0102083 9.80143  0.00479004 -0.00239502 9.78365  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.468212000  629.85 0 18.1206  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.469893000  633.375 0 18.1206  -  nan  0.00169661 0.000177633 0.00030629  0.000532632 -0.00266316 0.00426106  0.00512581 -0.00894898 9.8022  -0.0143701 0.0311353 9.82677  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.470164000  633.375 0 18.1206  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0

1777369100.472230000  635.647 0 18.1206  -  nan  0.00156667 -0.0001395 0.000747781  0.000532632 -0.00266316 0.00426106  0.00453199 -0.00772806 9.80295  -0.0143701 0.0311353 9.82677  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.476078000  640.237 0 18.1206  -  nan  0.000886558 0.000761622 0.000596781  0.0015979 0.00213053 0.000532632  0.00476187 -0.00504077 9.80223  0.00718506 0.0335303 9.79802  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.476156000  640.237 0 18.1206  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.477182000  643.814 0 18.1206  -  nan  0.000965968 0.00091444 0.00058962  0.0015979 0.00213053 0.000532632  0.00483568 -0.00386594 9.8021  0.00718506 0.0335303 9.79802  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.478164000  643.814 0 18.1206  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.479248000  642.781 0 19.0513  -  nan  0.00109918 0.0011708 0.000577606  0.0015979 0.00213053 0.000532632  0.00497662 -0.00162253 9.80186  0.00718506 0.0335303 9.79802  - - -  - - -  - - - - - - - - 15.2919 4.39883 64.586 15.2593 21.7009 4.6 15.2593 21.5054 6.486 15.2593 21.5054 6.486 - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.480220000  653.806 0 19.0513  -  nan  0.0010954 0.0013374 0.000691507  0.00106526 0.00266316 0.0015979  0.00504389 -0.00150016 9.80232  0.00718506 0.00239502 9.81719  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.481176000  656.977 0 19.0513  -  nan  0.00109203 0.0014854 0.000792692  0.00106526 0.00266316 0.0015979  0.00510911 -0.00138151 9.80277  0.00718506 0.00239502 9.81719  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.482479000  656.977 0 19.0513  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.483955000  656.977 0 19.0513  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.484176000  660.453 0 19.0513  -  nan  0.00049444 0.00126012 0.000704199  -0.00426106 -0.000532632 0  0.00458874 -0.00119353 9.80299  -0.0119751 0.00479004 9.81  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.485195000  663.889 0 19.0513  -  nan  0.000379782 0.00129783 0.000863428  -0.000532632 0.0015979 0.00213053  0.00350062 -0.00013588 9.8027  -0.0311353 0.0335303 9.79323  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.486181000  663.889 0 19.0513  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.487184000  671.838 0 19.0513  -  nan  6.85171e-05 0.00165839 0.000714319  -0.0015979 0.00426106 -0.0015979  0.00237115 0.00130016 9.80359  0 0.0143701 9.84114  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.488182000  674.894 0 19.0513  -  nan  -0.000117513 0.00194894 0.000456195  -0.0015979 0.00426106 -0.0015979  0.00229893 0.00169826 9.80473  0 0.0143701 9.84114  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.489170000  678.38 0 19.0513  -  nan  -4.49342e-05 0.00244489 0.00076203  0.000532632 0.00639159 0.00319579  0.00266661 0.00150063 9.80467  0.0143701 -0.00479004 9.80281  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.490167000  681.557 0 19.0513  -  nan  1.95425e-05 0.00288548 0.00103372  0.000532632 0.00639159 0.00319579  0.00302308 0.00130903 9.80462  0.0143701 -0.00479004 9.80281  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.491171000  684.643 0 19.0513  -  nan  -0.000636705 0.00286066 0.00103725  -0.00585895 0.00266316 0.00106526  0.00227445 0.000612605 9.805  -0.0215552 -0.0215552 9.81719  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.494213000  690.96 0 19.0513  -  nan  -0.00121969 0.00283862 0.00104037  -0.00585895 0.00266316 0.00106526  0.00154863 -6.26045e-05 9.80537  -0.0215552 -0.0215552 9.81719  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.495192000  690.96 0 19.0513  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.496177000  690.96 0 19.0513  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.497902000  690.96 0 19.0513  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.498481000  690.96 0 19.0513  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.499173000  690.96 0 19.0513  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.500380000  685.56 0 19.0513  -  nan  0.000316959 0.000129651 0.00161291  0.000532632 -0.00266316 0.00372843  0.00372094 -0.000915701 9.80437  0 -0.0143701 9.77886  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.501178000  685.56 0 19.0513  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.502189000  685.56 0 19.0513  -  nan  0.000341035 -0.000182125 0.00184907  0.000532632 -0.00266316 0.00372843  0.0036076 -0.00132551 9.80359  0 -0.0143701 9.77886  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.503187000  685.56 0 19.0513  -  nan  0.000302964 -0.000518557 0.00164265  0 -0.00319579 0  0.00313297 -0.00201464 9.80349  -0.0119751 -0.0239502 9.80042  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.504175000  685.56 0 19.0513  -  nan  0.000388063 -0.000579588 0.00145927  0.00106526 -0.00106526 0  0.00354819 -0.00268277 9.80296  0.0167651 -0.0239502 9.78605  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.505169000  698.386 0 19.0513  -  nan  0.000463663 -0.000633807 0.00129637  0.00106526 -0.00106526 0  0.00395077 -0.00333056 9.80245  0.0167651 -0.0239502 9.78605  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.506178000  701.472 0 19.0513  -  nan  0.000530823 -0.000681973 0.00115165  0.00106526 -0.00106526 0  0.00434108 -0.00395861 9.80195  0.0167651 -0.0239502 9.78605  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.507188000  704.349 0 19.0513  -  nan  0.000590485 -0.000724762 0.00102308  0.00106526 -0.00106526 0  0.0047195 -0.00456753 9.80146  0.0167651 -0.0239502 9.78605  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.508184000  707.051 0 19.0513  -  nan  -1.05782e-05 -0.00100062 0.00144402  -0.00479369 -0.00319579 0.00479369  0.0049405 -0.00333416 9.80085  0.0119751 0.0359253 9.78126  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.509203000  710.175 0 19.0513  -  nan  -0.000544542 -0.00124567 0.00181796  -0.00479369 -0.00319579 0.00479369  0.00515477 -0.00213836 9.80025  0.0119751 0.0359253 9.78126  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.510181000  713.134 0 19.0513  -  nan  -0.000840515 -0.00110661 0.00131771  -0.00319579 0 -0.00266316  0.00492481 -0.00192733 9.80128  -0.00239502 0.00479004 9.83395  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369100.511774000  715.646 0 19.0513  -  nan  -0.00110345 -0.000983077 0.000873302  -0.00319579 0 -0.00266316  0.00470186 -0.00172272 9.80227  -0.00239502 0.00479004 9.83395  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
